ROW,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
123681,G29007108010004,290718010004,94,9
123682,G29007108011011,290718011011,83,7
123683,G29007108011012,290718011012,85,8
123684,G29007108011013,290718011013,83,7
123685,G29007108011014,290718011014,91,9
123686,G29007108011021,290718011021,59,4
123687,G29007108011022,290718011022,69,5
123688,G29007108011023,290718011023,51,3
123689,G29007309601001,290739601001,65,4
123690,G29007309601002,290739601002,78,7
123691,G29007309601003,290739601003,65,4
123692,G29007309602001,290739602001,63,4
123693,G29007309602002,290739602002,91,9
123694,G29007309603001,290739603001,64,4
123695,G29007309603002,290739603002,67,5
123696,G29007309603003,290739603003,69,5
123697,G29007309604001,290739604001,85,8
123698,G29007309604002,290739604002,80,7
123699,G29007309605001,290739605001,60,4
123700,G29007309605002,290739605002,79,7
123701,G29007309605003,290739605003,73,6
123702,G29007309605004,290739605004,67,5
123703,G29007509601001,290759601001,71,5
123704,G29007509601002,290759601002,97,10
123705,G29007509601003,290759601003,91,9
123706,G29007509602001,290759602001,54,3
123707,G29007509602002,290759602002,92,9
123708,G29007509602003,290759602003,79,7
123709,G29007509602004,290759602004,89,8
123710,G29007700001011,290770001011,76,6
123711,G29007700001021,290770001021,80,7
123712,G29007700001022,290770001022,80,7
123713,G29007700002001,290770002001,GQ,GQ
123714,G29007700002002,290770002002,GQ,GQ
123715,G29007700003001,290770003001,74,6
123716,G29007700003002,290770003002,68,5
123717,G29007700003003,290770003003,78,7
123718,G29007700003004,290770003004,76,6
123719,G29007700004001,290770004001,91,9
123720,G29007700004002,290770004002,91,9
123721,G29007700004003,290770004003,90,9
123722,G29007700004004,290770004004,91,9
123723,G29007700004005,290770004005,90,9
123724,G29007700004006,290770004006,91,9
123725,G29007700005011,290770005011,96,10
123726,G29007700005012,290770005012,97,10
123727,G29007700005021,290770005021,95,10
123728,G29007700005022,290770005022,94,9
123729,G29007700005023,290770005023,95,10
123730,G29007700005024,290770005024,96,10
123731,G29007700006001,290770006001,95,10
123732,G29007700006002,290770006002,96,10
123733,G29007700006003,290770006003,96,10
123734,G29007700006004,290770006004,PH,PH
123735,G29007700007001,290770007001,GQ,GQ
123736,G29007700007002,290770007002,78,7
123737,G29007700007003,290770007003,78,7
123738,G29007700007004,290770007004,78,7
123739,G29007700008001,290770008001,GQ,GQ
123740,G29007700008002,290770008002,91,9
123741,G29007700009001,290770009001,68,5
123742,G29007700009002,290770009002,68,5
123743,G29007700009003,290770009003,68,5
123744,G29007700009004,290770009004,68,5
123745,G29007700009005,290770009005,68,5
123746,G29007700010001,290770010001,58,4
123747,G29007700010002,290770010002,58,4
123748,G29007700010003,290770010003,58,4
123749,G29007700010004,290770010004,58,4
123750,G29007700011001,290770011001,80,7
123751,G29007700011002,290770011002,77,6
123752,G29007700011003,290770011003,84,8
123753,G29007700012001,290770012001,82,7
123754,G29007700012002,290770012002,82,7
123755,G29007700012003,290770012003,84,8
123756,G29007700012004,290770012004,82,7
123757,G29007700013011,290770013011,87,8
123758,G29007700013012,290770013012,77,6
123759,G29007700013013,290770013013,85,8
123760,G29007700013021,290770013021,74,6
123761,G29007700013022,290770013022,82,7
123762,G29007700013023,290770013023,88,8
123763,G29007700014011,290770014011,88,8
123764,G29007700014012,290770014012,88,8
123765,G29007700014021,290770014021,74,6
123766,G29007700014022,290770014022,78,7
123767,G29007700014023,290770014023,80,7
123768,G29007700015001,290770015001,77,6
123769,G29007700015002,290770015002,76,6
123770,G29007700015003,290770015003,87,8
123771,G29007700015004,290770015004,86,8
123772,G29007700015005,290770015005,77,6
123773,G29007700015006,290770015006,92,9
123774,G29007700017001,290770017001,97,10
123775,G29007700017002,290770017002,97,10
123776,G29007700017003,290770017003,97,10
123777,G29007700018001,290770018001,95,10
123778,G29007700018002,290770018002,96,10
123779,G29007700018003,290770018003,98,10
123780,G29007700019001,290770019001,97,10
123781,G29007700019002,290770019002,97,10
123782,G29007700022001,290770022001,91,9
123783,G29007700022002,290770022002,89,8
123784,G29007700022003,290770022003,94,9
123785,G29007700022004,290770022004,93,9
123786,G29007700023001,290770023001,83,7
123787,G29007700023002,290770023002,88,8
123788,G29007700023003,290770023003,87,8
123789,G29007700023004,290770023004,84,8
123790,G29007700024021,290770024021,77,6
123791,G29007700024022,290770024022,74,6
123792,G29007700024023,290770024023,75,6
123793,G29007700024024,290770024024,75,6
123794,G29007700025021,290770025021,64,4
123795,G29007700025022,290770025022,57,3
123796,G29007700025023,290770025023,68,5
123797,G29007700025024,290770025024,60,4
123798,G29007700026001,290770026001,62,4
123799,G29007700026002,290770026002,54,3
123800,G29007700026003,290770026003,46,2
123801,G29007700026004,290770026004,46,2
123802,G29007700027001,290770027001,78,7
123803,G29007700027002,290770027002,80,7
123804,G29007700027003,290770027003,74,6
123805,G29007700028001,290770028001,69,5
123806,G29007700028002,290770028002,69,5
123807,G29007700029001,290770029001,76,6
123808,G29007700029002,290770029002,70,5
123809,G29007700029003,290770029003,68,5
123810,G29007700029004,290770029004,75,6
123811,G29007700029005,290770029005,68,5
123812,G29007700030031,290770030031,PH,PH
123813,G29007700030032,290770030032,80,7
123814,G29007700030041,290770030041,72,6
123815,G29007700030042,290770030042,74,6
123816,G29007700030043,290770030043,71,5
123817,G29007700030044,290770030044,70,5
123818,G29007700030045,290770030045,73,6
123819,G29007700031001,290770031001,94,9
123820,G29007700031002,290770031002,94,9
123821,G29007700031003,290770031003,94,9
123822,G29007700031004,290770031004,94,9
123823,G29007700032001,290770032001,91,9
123824,G29007700032002,290770032002,88,8
123825,G29007700032003,290770032003,92,9
123826,G29007700033001,290770033001,98,10
123827,G29007700033002,290770033002,98,10
123828,G29007700033003,290770033003,98,10
123829,G29007700033004,290770033004,98,10
123830,G29007700036001,290770036001,94,9
123831,G29007700036002,290770036002,93,9
123832,G29007700037011,290770037011,37,2
123833,G29007700037012,290770037012,39,2
123834,G29007700037013,290770037013,36,1
123835,G29007700037021,290770037021,34,1
123836,G29007700037022,290770037022,34,1
123837,G29007700038011,290770038011,21,1
123838,G29007700038012,290770038012,12,1
123839,G29007700038013,290770038013,35,1
123840,G29007700038021,290770038021,25,1
123841,G29007700038022,290770038022,54,3
123842,G29007700038023,290770038023,23,1
123843,G29007700039001,290770039001,69,5
123844,G29007700039002,290770039002,60,4
123845,G29007700039003,290770039003,42,2
123846,G29007700040021,290770040021,34,1
123847,G29007700040022,290770040022,45,2
123848,G29007700040023,290770040023,33,1
123849,G29007700040031,290770040031,31,1
123850,G29007700040032,290770040032,48,2
123851,G29007700040041,290770040041,81,7
123852,G29007700040042,290770040042,41,2
123853,G29007700040051,290770040051,69,5
123854,G29007700040052,290770040052,72,6
123855,G29007700040053,290770040053,49,3
123856,G29007700041041,290770041041,68,5
123857,G29007700041042,290770041042,55,3
123858,G29007700041051,290770041051,51,3
123859,G29007700041052,290770041052,40,2
123860,G29007700041053,290770041053,49,3
123861,G29007700041054,290770041054,59,4
123862,G29007700041055,290770041055,40,2
123863,G29007700041061,290770041061,30,1
123864,G29007700041062,290770041062,39,2
123865,G29007700041071,290770041071,65,4
123866,G29007700041072,290770041072,51,3
123867,G29007700041073,290770041073,52,3
123868,G29007700041081,290770041081,36,1
123869,G29007700041082,290770041082,49,3
123870,G29007700041083,290770041083,49,3
123871,G29007700041091,290770041091,53,3
123872,G29007700041092,290770041092,39,2
123873,G29007700042011,290770042011,94,9
123874,G29007700042012,290770042012,62,4
123875,G29007700042013,290770042013,50,3
123876,G29007700042014,290770042014,63,4
123877,G29007700042015,290770042015,64,4
123878,G29007700042021,290770042021,60,4
123879,G29007700042022,290770042022,64,4
123880,G29007700042023,290770042023,71,5
123881,G29007700043031,290770043031,63,4
123882,G29007700043032,290770043032,54,3
123883,G29007700043041,290770043041,89,8
123884,G29007700043051,290770043051,65,4
123885,G29007700043052,290770043052,65,4
123886,G29007700043053,290770043053,65,4
123887,G29007700043061,290770043061,73,6
123888,G29007700043062,290770043062,80,7
123889,G29007700043063,290770043063,73,6
123890,G29007700044011,290770044011,64,4
123891,G29007700044012,290770044012,85,8
123892,G29007700044013,290770044013,86,8
123893,G29007700044014,290770044014,71,5
123894,G29007700044021,290770044021,47,2
123895,G29007700044022,290770044022,88,8
123896,G29007700044023,290770044023,60,4
123897,G29007700045001,290770045001,62,4
123898,G29007700045002,290770045002,81,7
123899,G29007700045003,290770045003,77,6
123900,G29007700046011,290770046011,78,7
123901,G29007700046012,290770046012,71,5
123902,G29007700046013,290770046013,45,2
123903,G29007700046021,290770046021,71,5
123904,G29007700046022,290770046022,54,3
123905,G29007700047001,290770047001,51,3
123906,G29007700047002,290770047002,46,2
123907,G29007700047003,290770047003,43,2
123908,G29007700047004,290770047004,73,6
123909,G29007700047005,290770047005,40,2
123910,G29007700048021,290770048021,75,6
123911,G29007700048022,290770048022,80,7
123912,G29007700048023,290770048023,60,4
123913,G29007700048031,290770048031,82,7
123914,G29007700048032,290770048032,73,6
123915,G29007700048033,290770048033,59,4
123916,G29007700048041,290770048041,59,4
123917,G29007700048042,290770048042,64,4
123918,G29007700048043,290770048043,69,5
123919,G29007700048051,290770048051,57,3
123920,G29007700048052,290770048052,55,3
123921,G29007700049001,290770049001,59,4
123922,G29007700049002,290770049002,57,3
123923,G29007700049003,290770049003,64,4
123924,G29007700049004,290770049004,57,3
123925,G29007700050011,290770050011,78,7
123926,G29007700050012,290770050012,72,6
123927,G29007700050021,290770050021,78,7
123928,G29007700050022,290770050022,61,4
123929,G29007700050023,290770050023,57,3
123930,G29007700050024,290770050024,58,4
123931,G29007700051001,290770051001,54,3
123932,G29007700051002,290770051002,57,3
123933,G29007700052011,290770052011,53,3
123934,G29007700052012,290770052012,48,2
123935,G29007700052021,290770052021,58,4
123936,G29007700052022,290770052022,59,4
123937,G29007700055001,290770055001,98,10
123938,G29007700055002,290770055002,98,10
123939,G29007700055003,290770055003,98,10
123940,G29007700055004,290770055004,97,10
123941,G29007700056001,290770056001,78,7
123942,G29007700056002,290770056002,89,8
123943,G29007700057001,290770057001,75,6
123944,G29007700057002,290770057002,64,4
123945,G29007700057003,290770057003,82,7
123946,G29007700057004,290770057004,87,8
123947,G29007700058011,290770058011,GQ,GQ
123948,G29007700058012,290770058012,92,9
123949,G29007700058021,290770058021,96,10
123950,G29007700058022,290770058022,96,10
123951,G29007700058023,290770058023,96,10
123952,G29007909601001,290799601001,80,7
123953,G29007909601002,290799601002,67,5
123954,G29007909601003,290799601003,79,7
123955,G29007909602001,290799602001,90,9
123956,G29007909602002,290799602002,91,9
123957,G29007909603001,290799603001,88,8
123958,G29007909603002,290799603002,94,9
123959,G29007909603003,290799603003,93,9
123960,G29007909604001,290799604001,94,9
123961,G29007909604002,290799604002,97,10
123962,G29007909604003,290799604003,97,10
123963,G29007909604004,290799604004,82,7
123964,G29008109501001,290819501001,94,9
123965,G29008109501002,290819501002,95,10
123966,G29008109501003,290819501003,92,9
123967,G29008109501004,290819501004,92,9
123968,G29008109502001,290819502001,71,5
123969,G29008109502002,290819502002,79,7
123970,G29008109502003,290819502003,76,6
123971,G29008109503001,290819503001,74,6
123972,G29008109503002,290819503002,91,9
123973,G29008109503003,290819503003,89,8
123974,G29008109503004,290819503004,96,10
123975,G29008309501001,290839501001,92,9
123976,G29008309501002,290839501002,97,10
123977,G29008309501003,290839501003,93,9
123978,G29008309502001,290839502001,70,5
123979,G29008309502002,290839502002,63,4
123980,G29008309502003,290839502003,74,6
123981,G29008309503001,290839503001,81,7
123982,G29008309503002,290839503002,71,5
123983,G29008309503003,290839503003,47,2
123984,G29008309504001,290839504001,83,7
123985,G29008309504002,290839504002,87,8
123986,G29008309504003,290839504003,83,7
123987,G29008309505001,290839505001,91,9
123988,G29008309505002,290839505002,84,8
123989,G29008309505003,290839505003,87,8
123990,G29008309505004,290839505004,84,8
123991,G29008309506001,290839506001,74,6
123992,G29008309506002,290839506002,86,8
123993,G29008309506003,290839506003,93,9
123994,G29008309506004,290839506004,87,8
123995,G29008309506005,290839506005,63,4
123996,G29008504701001,290854701001,77,6
123997,G29008504701002,290854701002,97,10
123998,G29008504701003,290854701003,65,4
123999,G29008504703001,290854703001,95,10
124000,G29008504703002,290854703002,94,9
124001,G29008504705011,290854705011,96,10
124002,G29008504705012,290854705012,96,10
124003,G29008504705021,290854705021,86,8
124004,G29008504705022,290854705022,91,9
124005,G29008709601001,290879601001,87,8
124006,G29008709601002,290879601002,86,8
124007,G29008709602001,290879602001,72,6
124008,G29008709602002,290879602002,82,7
124009,G29008709603001,290879603001,90,9
124010,G29008709603002,290879603002,88,8
124011,G29008909601001,290899601001,86,8
124012,G29008909601002,290899601002,63,4
124013,G29008909601003,290899601003,92,9
124014,G29008909602001,290899602001,75,6
124015,G29008909602002,290899602002,43,2
124016,G29008909602003,290899602003,85,8
124017,G29008909603001,290899603001,67,5
124018,G29008909603002,290899603002,GQ,GQ
124019,G29008909603003,290899603003,96,10
124020,G29008909603004,290899603004,83,7
124021,G29009100901011,290910901011,89,8
124022,G29009100901012,290910901012,92,9
124023,G29009100901021,290910901021,75,6
124024,G29009100901022,290910901022,87,8
124025,G29009100902001,290910902001,72,6
124026,G29009100902002,290910902002,87,8
124027,G29009100902003,290910902003,89,8
124028,G29009100903001,290910903001,77,6
124029,G29009100903002,290910903002,76,6
124030,G29009100903003,290910903003,89,8
124031,G29009100904001,290910904001,86,8
124032,G29009100904002,290910904002,85,8
124033,G29009100904003,290910904003,91,9
124034,G29009100904004,290910904004,86,8
124035,G29009100905001,290910905001,54,3
124036,G29009100905002,290910905002,68,5
124037,G29009100905003,290910905003,78,7
124038,G29009100905004,290910905004,75,6
124039,G29009100906001,290910906001,83,7
124040,G29009100906002,290910906002,71,5
124041,G29009100906003,290910906003,71,5
124042,G29009100906004,290910906004,75,6
124043,G29009100907001,290910907001,94,9
124044,G29009100907002,290910907002,94,9
124045,G29009100907003,290910907003,94,9
124046,G29009100907004,290910907004,94,9
124047,G29009100907005,290910907005,94,9
124048,G29009100907006,290910907006,94,9
124049,G29009100908011,290910908011,82,7
124050,G29009100908012,290910908012,77,6
124051,G29009100908013,290910908013,86,8
124052,G29009100908021,290910908021,61,4
124053,G29009100908022,290910908022,84,8
124054,G29009309501001,290939501001,88,8
124055,G29009309501002,290939501002,93,9
124056,G29009309502001,290939502001,84,8
124057,G29009309502002,290939502002,81,7
124058,G29009309503001,290939503001,92,9
124059,G29009309503002,290939503002,85,8
124060,G29009309503003,290939503003,91,9
124061,G29009309504001,290939504001,87,8
124062,G29009309504002,290939504002,85,8
124063,G29009500003001,290950003001,54,3
124064,G29009500003002,290950003002,50,3
124065,G29009500003003,290950003003,68,5
124066,G29009500006001,290950006001,95,10
124067,G29009500006002,290950006002,95,10
124068,G29009500006003,290950006003,94,9
124069,G29009500006004,290950006004,97,10
124070,G29009500007001,290950007001,93,9
124071,G29009500007002,290950007002,84,8
124072,G29009500007003,290950007003,91,9
124073,G29009500008001,290950008001,86,8
124074,G29009500008002,290950008002,86,8
124075,G29009500008003,290950008003,86,8
124076,G29009500008004,290950008004,86,8
124077,G29009500009001,290950009001,78,7
124078,G29009500009002,290950009002,78,7
124079,G29009500009003,290950009003,78,7
124080,G29009500009004,290950009004,79,7
124081,G29009500010001,290950010001,74,6
124082,G29009500010002,290950010002,80,7
124083,G29009500010003,290950010003,81,7
124084,G29009500011001,290950011001,76,6
124085,G29009500011002,290950011002,65,4
124086,G29009500018001,290950018001,94,9
124087,G29009500018002,290950018002,97,10
124088,G29009500018003,290950018003,62,4
124089,G29009500018004,290950018004,98,10
124090,G29009500019001,290950019001,96,10
124091,G29009500019002,290950019002,96,10
124092,G29009500019003,290950019003,96,10
124093,G29009500019004,290950019004,96,10
124094,G29009500020001,290950020001,98,10
124095,G29009500020002,290950020002,100,10
124096,G29009500021001,290950021001,98,10
124097,G29009500021002,290950021002,PH,PH
124098,G29009500021003,290950021003,98,10
124099,G29009500021004,290950021004,98,10
124100,G29009500021005,290950021005,98,10
124101,G29009500022001,290950022001,100,10
124102,G29009500022002,290950022002,100,10
124103,G29009500022003,290950022003,100,10
124104,G29009500023001,290950023001,76,6
124105,G29009500023002,290950023002,100,10
124106,G29009500034001,290950034001,100,10
124107,G29009500034002,290950034002,100,10
124108,G29009500034003,290950034003,100,10
124109,G29009500034004,290950034004,100,10
124110,G29009500037001,290950037001,92,9
124111,G29009500038001,290950038001,96,10
124112,G29009500038002,290950038002,96,10
124113,G29009500043001,290950043001,36,1
124114,G29009500043002,290950043002,47,2
124115,G29009500044001,290950044001,37,2
124116,G29009500046001,290950046001,38,2
124117,G29009500046002,290950046002,57,3
124118,G29009500046003,290950046003,41,2
124119,G29009500051001,290950051001,16,1
124120,G29009500051002,290950051002,39,2
124121,G29009500052001,290950052001,93,9
124122,G29009500053001,290950053001,45,2
124123,G29009500053002,290950053002,45,2
124124,G29009500054001,290950054001,99,10
124125,G29009500055001,290950055001,96,10
124126,G29009500056011,290950056011,100,10
124127,G29009500056012,290950056012,99,10
124128,G29009500056021,290950056021,96,10
124129,G29009500056022,290950056022,94,9
124130,G29009500057001,290950057001,99,10
124131,G29009500057002,290950057002,97,10
124132,G29009500058011,290950058011,99,10
124133,G29009500058012,290950058012,94,9
124134,G29009500058013,290950058013,99,10
124135,G29009500060001,290950060001,98,10
124136,G29009500061001,290950061001,97,10
124137,G29009500061002,290950061002,96,10
124138,G29009500061003,290950061003,95,10
124139,G29009500063001,290950063001,71,5
124140,G29009500063002,290950063002,76,6
124141,G29009500065001,290950065001,60,4
124142,G29009500065002,290950065002,56,3
124143,G29009500066001,290950066001,70,5
124144,G29009500066002,290950066002,49,3
124145,G29009500067001,290950067001,56,3
124146,G29009500067002,290950067002,53,3
124147,G29009500069001,290950069001,44,2
124148,G29009500069002,290950069002,43,2
124149,G29009500071001,290950071001,57,3
124150,G29009500071002,290950071002,57,3
124151,G29009500071003,290950071003,63,4
124152,G29009500071004,290950071004,57,3
124153,G29009500072001,290950072001,3,1
124154,G29009500072002,290950072002,33,1
124155,G29009500073011,290950073011,52,3
124156,G29009500073012,290950073012,52,3
124157,G29009500073021,290950073021,46,2
124158,G29009500073022,290950073022,25,1
124159,G29009500074001,290950074001,GQ,GQ
124160,G29009500074002,290950074002,56,3
124161,G29009500074003,290950074003,13,1
124162,G29009500074004,290950074004,18,1
124163,G29009500075001,290950075001,70,5
124164,G29009500075002,290950075002,64,4
124165,G29009500075003,290950075003,GQ,GQ
124166,G29009500076001,290950076001,96,10
124167,G29009500076002,290950076002,97,10
124168,G29009500076003,290950076003,97,10
124169,G29009500077001,290950077001,72,6
124170,G29009500077002,290950077002,73,6
124171,G29009500078021,290950078021,95,10
124172,G29009500078022,290950078022,90,9
124173,G29009500079001,290950079001,98,10
124174,G29009500079002,290950079002,98,10
124175,G29009500079003,290950079003,98,10
124176,G29009500080001,290950080001,98,10
124177,G29009500080002,290950080002,97,10
124178,G29009500080003,290950080003,70,5
124179,G29009500081001,290950081001,90,9
124180,G29009500081002,290950081002,85,8
124181,G29009500082001,290950082001,45,2
124182,G29009500082002,290950082002,40,2
124183,G29009500082003,290950082003,62,4
124184,G29009500082004,290950082004,53,3
124185,G29009500083001,290950083001,15,1
124186,G29009500083002,290950083002,20,1
124187,G29009500084001,290950084001,2,1
124188,G29009500084002,290950084002,17,1
124189,G29009500084003,290950084003,9,1
124190,G29009500085001,290950085001,7,1
124191,G29009500085002,290950085002,16,1
124192,G29009500085003,290950085003,13,1
124193,G29009500085004,290950085004,10,1
124194,G29009500086001,290950086001,48,2
124195,G29009500086002,290950086002,35,1
124196,G29009500086003,290950086003,44,2
124197,G29009500086004,290950086004,28,1
124198,G29009500086005,290950086005,27,1
124199,G29009500086006,290950086006,30,1
124200,G29009500087001,290950087001,95,10
124201,G29009500087002,290950087002,96,10
124202,G29009500088001,290950088001,85,8
124203,G29009500088002,290950088002,74,6
124204,G29009500088003,290950088003,98,10
124205,G29009500088004,290950088004,97,10
124206,G29009500089001,290950089001,89,8
124207,G29009500089002,290950089002,97,10
124208,G29009500090001,290950090001,90,9
124209,G29009500090002,290950090002,73,6
124210,G29009500090003,290950090003,84,8
124211,G29009500090004,290950090004,82,7
124212,G29009500090005,290950090005,91,9
124213,G29009500091001,290950091001,49,3
124214,G29009500091002,290950091002,34,1
124215,G29009500091003,290950091003,51,3
124216,G29009500091004,290950091004,40,2
124217,G29009500092001,290950092001,25,1
124218,G29009500092002,290950092002,62,4
124219,G29009500092003,290950092003,39,2
124220,G29009500093001,290950093001,62,4
124221,G29009500093002,290950093002,62,4
124222,G29009500093003,290950093003,54,3
124223,G29009500094001,290950094001,74,6
124224,G29009500094002,290950094002,71,5
124225,G29009500094003,290950094003,68,5
124226,G29009500094004,290950094004,49,3
124227,G29009500095001,290950095001,91,9
124228,G29009500095002,290950095002,90,9
124229,G29009500095003,290950095003,90,9
124230,G29009500095004,290950095004,91,9
124231,G29009500096001,290950096001,84,8
124232,G29009500096002,290950096002,85,8
124233,G29009500096003,290950096003,PH,PH
124234,G29009500097001,290950097001,71,5
124235,G29009500097002,290950097002,65,4
124236,G29009500098001,290950098001,63,4
124237,G29009500098002,290950098002,63,4
124238,G29009500098003,290950098003,62,4
124239,G29009500098004,290950098004,61,4
124240,G29009500099001,290950099001,54,3
124241,G29009500099002,290950099002,55,3
124242,G29009500100011,290950100011,41,2
124243,G29009500100012,290950100012,45,2
124244,G29009500100021,290950100021,72,6
124245,G29009500100022,290950100022,72,6
124246,G29009500100023,290950100023,78,7
124247,G29009500101031,290950101031,71,5
124248,G29009500101032,290950101032,PH,PH
124249,G29009500101033,290950101033,66,5
124250,G29009500101051,290950101051,29,1
124251,G29009500101052,290950101052,26,1
124252,G29009500101053,290950101053,97,10
124253,G29009500101054,290950101054,44,2
124254,G29009500102011,290950102011,88,8
124255,G29009500102012,290950102012,90,9
124256,G29009500102031,290950102031,61,4
124257,G29009500102032,290950102032,65,4
124258,G29009500102033,290950102033,PH,PH
124259,G29009500102034,290950102034,68,5
124260,G29009500102041,290950102041,77,6
124261,G29009500102042,290950102042,77,6
124262,G29009500102043,290950102043,77,6
124263,G29009500102044,290950102044,77,6
124264,G29009500105001,290950105001,87,8
124265,G29009500105002,290950105002,88,8
124266,G29009500105003,290950105003,92,9
124267,G29009500105004,290950105004,91,9
124268,G29009500105005,290950105005,87,8
124269,G29009500106001,290950106001,71,5
124270,G29009500106002,290950106002,73,6
124271,G29009500106003,290950106003,78,7
124272,G29009500106004,290950106004,76,6
124273,G29009500107021,290950107021,81,7
124274,G29009500107022,290950107022,86,8
124275,G29009500107023,290950107023,84,8
124276,G29009500110011,290950110011,94,9
124277,G29009500110012,290950110012,92,9
124278,G29009500110013,290950110013,92,9
124279,G29009500110021,290950110021,97,10
124280,G29009500110022,290950110022,97,10
124281,G29009500111001,290950111001,79,7
124282,G29009500111002,290950111002,95,10
124283,G29009500111003,290950111003,90,9
124284,G29009500112001,290950112001,81,7
124285,G29009500112002,290950112002,83,7
124286,G29009500112003,290950112003,85,8
124287,G29009500113001,290950113001,80,7
124288,G29009500113002,290950113002,80,7
124289,G29009500113003,290950113003,76,6
124290,G29009500114051,290950114051,78,7
124291,G29009500114052,290950114052,89,8
124292,G29009500114061,290950114061,76,6
124293,G29009500114062,290950114062,76,6
124294,G29009500114063,290950114063,72,6
124295,G29009500114064,290950114064,67,5
124296,G29009500114071,290950114071,80,7
124297,G29009500114072,290950114072,55,3
124298,G29009500114081,290950114081,92,9
124299,G29009500114082,290950114082,PH,PH
124300,G29009500114091,290950114091,63,4
124301,G29009500114101,290950114101,83,7
124302,G29009500114102,290950114102,81,7
124303,G29009500115011,290950115011,92,9
124304,G29009500115012,290950115012,98,10
124305,G29009500115013,290950115013,85,8
124306,G29009500115014,290950115014,89,8
124307,G29009500115021,290950115021,97,10
124308,G29009500115022,290950115022,96,10
124309,G29009500116011,290950116011,91,9
124310,G29009500116012,290950116012,91,9
124311,G29009500116013,290950116013,91,9
124312,G29009500116021,290950116021,76,6
124313,G29009500116022,290950116022,93,9
124314,G29009500116023,290950116023,GQ,GQ
124315,G29009500117011,290950117011,73,6
124316,G29009500117012,290950117012,86,8
124317,G29009500117021,290950117021,80,7
124318,G29009500117022,290950117022,90,9
124319,G29009500117023,290950117023,89,8
124320,G29009500118001,290950118001,92,9
124321,G29009500118002,290950118002,91,9
124322,G29009500118003,290950118003,96,10
124323,G29009500118004,290950118004,92,9
124324,G29009500118005,290950118005,94,9
124325,G29009500119001,290950119001,81,7
124326,G29009500119002,290950119002,83,7
124327,G29009500119003,290950119003,81,7
124328,G29009500119004,290950119004,86,8
124329,G29009500120001,290950120001,78,7
124330,G29009500120002,290950120002,81,7
124331,G29009500120003,290950120003,80,7
124332,G29009500121001,290950121001,78,7
124333,G29009500121002,290950121002,78,7
124334,G29009500121003,290950121003,78,7
124335,G29009500121004,290950121004,78,7
124336,G29009500121005,290950121005,78,7
124337,G29009500121006,290950121006,78,7
124338,G29009500122001,290950122001,76,6
124339,G29009500122002,290950122002,77,6
124340,G29009500122003,290950122003,86,8
124341,G29009500122004,290950122004,79,7
124342,G29009500123001,290950123001,66,5
124343,G29009500123002,290950123002,89,8
124344,G29009500124001,290950124001,75,6
124345,G29009500124002,290950124002,78,7
124346,G29009500124003,290950124003,75,6
124347,G29009500124004,290950124004,75,6
124348,G29009500125011,290950125011,86,8
124349,G29009500125012,290950125012,90,9
124350,G29009500125013,290950125013,79,7
124351,G29009500125021,290950125021,85,8
124352,G29009500125022,290950125022,70,5
124353,G29009500125023,290950125023,82,7
124354,G29009500126001,290950126001,68,5
124355,G29009500126002,290950126002,79,7
124356,G29009500126003,290950126003,86,8
124357,G29009500126004,290950126004,84,8
124358,G29009500127021,290950127021,66,5
124359,G29009500127022,290950127022,68,5
124360,G29009500127023,290950127023,71,5
124361,G29009500127031,290950127031,71,5
124362,G29009500127032,290950127032,58,4
124363,G29009500128021,290950128021,81,7
124364,G29009500128022,290950128022,61,4
124365,G29009500128023,290950128023,66,5
124366,G29009500128031,290950128031,75,6
124367,G29009500128032,290950128032,87,8
124368,G29009500128041,290950128041,70,5
124369,G29009500128042,290950128042,69,5
124370,G29009500128043,290950128043,77,6
124371,G29009500128044,290950128044,69,5
124372,G29009500128045,290950128045,69,5
124373,G29009500129031,290950129031,83,7
124374,G29009500129032,290950129032,93,9
124375,G29009500129033,290950129033,87,8
124376,G29009500129034,290950129034,90,9
124377,G29009500129041,290950129041,82,7
124378,G29009500129042,290950129042,74,6
124379,G29009500129043,290950129043,71,5
124380,G29009500129061,290950129061,85,8
124381,G29009500129062,290950129062,80,7
124382,G29009500129063,290950129063,77,6
124383,G29009500129064,290950129064,81,7
124384,G29009500129065,290950129065,83,7
124385,G29009500130031,290950130031,92,9
124386,G29009500130032,290950130032,85,8
124387,G29009500130033,290950130033,80,7
124388,G29009500130034,290950130034,70,5
124389,G29009500131001,290950131001,91,9
124390,G29009500131002,290950131002,93,9
124391,G29009500131003,290950131003,79,7
124392,G29009500132031,290950132031,91,9
124393,G29009500132032,290950132032,94,9
124394,G29009500132033,290950132033,90,9
124395,G29009500132034,290950132034,95,10
124396,G29009500132081,290950132081,90,9
124397,G29009500132082,290950132082,91,9
124398,G29009500132101,290950132101,72,6
124399,G29009500132102,290950132102,76,6
124400,G29009500132103,290950132103,82,7
124401,G29009500133011,290950133011,89,8
124402,G29009500133012,290950133012,82,7
124403,G29009500133013,290950133013,90,9
124404,G29009500133014,290950133014,94,9
124405,G29009500133071,290950133071,81,7
124406,G29009500133072,290950133072,76,6
124407,G29009500133091,290950133091,64,4
124408,G29009500133092,290950133092,63,4
124409,G29009500133093,290950133093,89,8
124410,G29009500133094,290950133094,94,9
124411,G29009500133131,290950133131,79,7
124412,G29009500133132,290950133132,68,5
